source_path;packet_path;category;bytes;sha256;visibility;basis_commit
data/office/risks.csv;Документы/data/office/risks.csv;08 Требования, проверки и зависимости;132;2f3d7771be964e4b73df212f991b28305bb7531c5ccf8fb092f31513401d7c25;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
data/office/roles.csv;Документы/data/office/roles.csv;08 Требования, проверки и зависимости;3145;e507a29a287accc8a3c218c81b8bd54e1da36dc988c168dc7e823a0397fa53e9;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
data/office/source-register.csv;Документы/data/office/source-register.csv;08 Требования, проверки и зависимости;4703;761c870ef80a56d7db3766942f1843586029bdc2f591feea3c9939d89a65d10b;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
data/office/spec-crosswalk.csv;Документы/data/office/spec-crosswalk.csv;08 Требования, проверки и зависимости;12028;7b6af89a41c7173dc2fc343d6a275e42a36be60bb3fbd427fb136c53ac2a2e05;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
data/office/tasks.csv;Документы/data/office/tasks.csv;08 Требования, проверки и зависимости;16291;e45aa259ddfba1de1586a07f820278471d6c81139cad01542ec3a4429f8b5a15;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
data/office/wbs.csv;Документы/data/office/wbs.csv;08 Требования, проверки и зависимости;2160;b55e5833d8fdb08c4951366dbd7b77bf0255f73717c3c738adc179d454da4455;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
data/spec-matrix.csv;Документы/data/spec-matrix.csv;08 Требования, проверки и зависимости;5914;f9a2686487e24e2b2a16852cec5404de0b6abad51f81f6b2cd2748cb82d9d3bc;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/00_geometry-review.md;Документы/deliverables/G01/v001/00_geometry-review.md;06 Чертежи и геометрическая подоснова;12995;9ab7a9c29b40e46bcb08230f84deaba9304912766e10cf97be71f76b1eec11fa;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/00_acceptance.md;Документы/deliverables/G01/v001/01_support/00_acceptance.md;06 Чертежи и геометрическая подоснова;5838;5b8777fafe956674745edd88ca01fa57ec12a60159b1449d92e61d23fe5c0fa9;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/00_dwg-inspection.md;Документы/deliverables/G01/v001/01_support/dwg/00_dwg-inspection.md;06 Чертежи и геометрическая подоснова;15163;0cf4ff64bfe538d7c5f7b4d3da7a4ec6051432e77dea8f3b1f23939da80fb12b;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/author-recheck.json;Документы/deliverables/G01/v001/01_support/dwg/author-recheck.json;06 Чертежи и геометрическая подоснова;1933;6bcc158681c34c9f3db357ccce78e51abe9a84ec3224717f52e9d57452595329;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/conversion-status.json;Документы/deliverables/G01/v001/01_support/dwg/conversion-status.json;06 Чертежи и геометрическая подоснова;69;fa8635be727c378f60a63c1ccc5da99e542f7540f17c964fc2c4a28009bdd947;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/dimensions.json;Документы/deliverables/G01/v001/01_support/dwg/dimensions.json;06 Чертежи и геометрическая подоснова;3;37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/dwg2dxf.stderr.log;Документы/deliverables/G01/v001/01_support/dwg/dwg2dxf.stderr.log;06 Чертежи и геометрическая подоснова;956;450c9781f8a4192e085d4ce3dd0d06e70a044aee0ffc6c6e7052e1041cd663ce;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/dwg2dxf.stdout.log;Документы/deliverables/G01/v001/01_support/dwg/dwg2dxf.stdout.log;06 Чертежи и геометрическая подоснова;235;e943806645ea36cb43334e36de884a18c800c0b8bd9284f000e6eb0ed2fa60dc;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/dwgread.stderr.log;Документы/deliverables/G01/v001/01_support/dwg/dwgread.stderr.log;06 Чертежи и геометрическая подоснова;9;3e64f7c6692575249a3bfb8a48f08c4b619bcbebec9699c379056f02f593efcf;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/dwgread.stdout.log;Документы/deliverables/G01/v001/01_support/dwg/dwgread.stdout.log;06 Чертежи и геометрическая подоснова;0;e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/entities.json;Документы/deliverables/G01/v001/01_support/dwg/entities.json;06 Чертежи и геометрическая подоснова;333022;6d32dde2412da0dbb191d9b5dfcec68c2ec82fb76a21f81454cb1d23ce6d9860;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/inspect_dxf.py;Документы/deliverables/G01/v001/01_support/dwg/inspect_dxf.py;06 Чертежи и геометрическая подоснова;5190;9c7801188b3a560e08ceed196ea86a20616fdd1f8ad70b56ae955d69f75fd12c;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/inspection.stderr.log;Документы/deliverables/G01/v001/01_support/dwg/inspection.stderr.log;06 Чертежи и геометрическая подоснова;0;e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/inspection.stdout.log;Документы/deliverables/G01/v001/01_support/dwg/inspection.stdout.log;06 Чертежи и геометрическая подоснова;1141;45079f65229e0fd7ee376ff0d6f27154c15a09590284bb9b41a46984b7526f41;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/inventory.json;Документы/deliverables/G01/v001/01_support/dwg/inventory.json;06 Чертежи и геометрическая подоснова;30494;d849bfee5c4e423bb57ec6528d2d335039148bf76c5e1ff383b52b7098e0c41d;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/layers.csv;Документы/deliverables/G01/v001/01_support/dwg/layers.csv;06 Чертежи и геометрическая подоснова;1839;cdf45f02e7c9fc286e84b20976525fb7afa8f008b3cfc7f67f5c30929c0d7ffc;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/lines-decoded.json;Документы/deliverables/G01/v001/01_support/dwg/lines-decoded.json;06 Чертежи и геометрическая подоснова;5491867;ea5d2215b5c7bdd8906e944c03f0bf09218e3f29a4262362de6e28d7916f52d3;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/lines-derived-preview.png;Документы/deliverables/G01/v001/01_support/dwg/lines-derived-preview.png;06 Чертежи и геометрическая подоснова;366372;f5ce70309a8d1a8c63886b32a5f7ed35610af99cd4568248ee07d218246c1159;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/lines-derived.dxf;Документы/deliverables/G01/v001/01_support/dwg/lines-derived.dxf;06 Чертежи и геометрическая подоснова;1556078;78c011b7724a26fe8087a55d36c8224607491c06d2f71d11fc9ac878fcd45273;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/lines-derived.svg;Документы/deliverables/G01/v001/01_support/dwg/lines-derived.svg;06 Чертежи и геометрическая подоснова;766282;1978b9bccb5b0a2304770c0cd6a10e623fca2c1adde9fd251e46b3fc1e51b905;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/orthographic-linework.png;Документы/deliverables/G01/v001/01_support/dwg/orthographic-linework.png;06 Чертежи и геометрическая подоснова;556490;11b96d5aef32fbc07f5bb7a2f8d978109b107ec23506fee4c721657e41b0a0df;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/projection-log.json;Документы/deliverables/G01/v001/01_support/dwg/projection-log.json;06 Чертежи и геометрическая подоснова;237;1898683f68549c8c182dc898b2b5ba171ca04b8edf7c7df07ddd3dc61e812dc8;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/reproduce.sh;Документы/deliverables/G01/v001/01_support/dwg/reproduce.sh;06 Чертежи и геометрическая подоснова;1892;d9361d56f79eb412105a949da4739d2e2f87818836c3e75679d27e73db59c046;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/requirements-lock.txt;Документы/deliverables/G01/v001/01_support/dwg/requirements-lock.txt;06 Чертежи и геометрическая подоснова;228;5d88711d7921008aa45678283dbf6f544bf83f115d6ff13b86ffe58ecbe0838c;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/dwg/texts.json;Документы/deliverables/G01/v001/01_support/dwg/texts.json;06 Чертежи и геометрическая подоснова;127141;abcf7454ce7985981dc690ae0667e6879fa71c4e7badb2e5dfdae7ff94aae045;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/manifest.json;Документы/deliverables/G01/v001/01_support/manifest.json;06 Чертежи и геометрическая подоснова;9266;dc4871576fcb4c746bb5cde200632e773d248135cd75debe3ac85f98220ca742;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/review/00_review.md;Документы/deliverables/G01/v001/01_support/review/00_review.md;06 Чертежи и геометрическая подоснова;10047;2b1400c9719a2b00a76f592c9373df00a008d19df7830e895083e2973d45210c;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/review/check_dwg.py;Документы/deliverables/G01/v001/01_support/review/check_dwg.py;06 Чертежи и геометрическая подоснова;2897;8f60ffc6a9569e55d01d2aedb96c68bda914112b051f509a972c27c86564a5a2;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/review/check_geometry.py;Документы/deliverables/G01/v001/01_support/review/check_geometry.py;06 Чертежи и геометрическая подоснова;3831;b202cb2a6831a7b1f3744b4cee8c2d7bebeb0a43c80a2b78985562c140d8ba26;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/review/checked-inputs.json;Документы/deliverables/G01/v001/01_support/review/checked-inputs.json;06 Чертежи и геометрическая подоснова;1751;bd28e248caa22e2d1b83be7004a3397f70337af54e0f568808282100e7b0a956;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/review/findings.csv;Документы/deliverables/G01/v001/01_support/review/findings.csv;06 Чертежи и геометрическая подоснова;1709;377ee2f2158377a1908307194d5e6f4f91b484d4228aa0868ce40b0413d76439;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/review/independent-dwg-results.json;Документы/deliverables/G01/v001/01_support/review/independent-dwg-results.json;06 Чертежи и геометрическая подоснова;4134;6739f0daf1079f275e7a85481e3bc11ed9d7a7856a2dc78c220599e998422c8a;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/review/independent-results.json;Документы/deliverables/G01/v001/01_support/review/independent-results.json;06 Чертежи и геометрическая подоснова;16468;8d3de755f4f21659675990674d33e13b9b15700732c900846aa3e4b52fd46955;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/00_rhino-inspection.md;Документы/deliverables/G01/v001/01_support/rhino/00_rhino-inspection.md;06 Чертежи и геометрическая подоснова;17849;dfa172c159363422569ae8cf9037567933ee9d3366c2212fdbb684eef79b0389;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/all-projections.png;Документы/deliverables/G01/v001/01_support/rhino/all-projections.png;06 Чертежи и геометрическая подоснова;403881;38564ed659e8655e2409e9bd7f52a46d5a410f21e9e480c0c090fb3ba4702dfc;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/all-projections.svg;Документы/deliverables/G01/v001/01_support/rhino/all-projections.svg;06 Чертежи и геометрическая подоснова;1431349;3b8ef2009c6f7138841ae32e514c230ff0514cc1ee5237c8ae1a7525ca6b758e;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/deck-candidate-projections.png;Документы/deliverables/G01/v001/01_support/rhino/deck-candidate-projections.png;06 Чертежи и геометрическая подоснова;166242;ba69b289b22783c5714f9ed3f25455e4ddfa9bb1e8428aa4fe1a0f8c5ee5b20b;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/deck-candidate-projections.svg;Документы/deliverables/G01/v001/01_support/rhino/deck-candidate-projections.svg;06 Чертежи и геометрическая подоснова;114280;9f1c974488adc0ad410090d75c75076acdd48d7f17f34ddc7bd4c1d1886a992a;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/hull-layer-projections.png;Документы/deliverables/G01/v001/01_support/rhino/hull-layer-projections.png;06 Чертежи и геометрическая подоснова;376846;44c17042f987cc9866013a5884c4f850750881203c0c438603054c7e2dd662ec;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/hull-layer-projections.svg;Документы/deliverables/G01/v001/01_support/rhino/hull-layer-projections.svg;06 Чертежи и геометрическая подоснова;1221593;02de53adae0e5e82bcf3cf6fc962c83d523cc50a200b13ea9830b4efb3691a21;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/inspect_rhino.py;Документы/deliverables/G01/v001/01_support/rhino/inspect_rhino.py;06 Чертежи и геометрическая подоснова;6103;81aef2147beef3e29b905ad9acbf4dc956810499eb6c8942b62c18039158e489;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/internal-surfaces-example-projections.png;Документы/deliverables/G01/v001/01_support/rhino/internal-surfaces-example-projections.png;06 Чертежи и геометрическая подоснова;107886;f44fd1e7d050f272d7f0476706d68f2f669dc7e05fdfe77d6174e96f66b7172b;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/internal-surfaces-example-projections.svg;Документы/deliverables/G01/v001/01_support/rhino/internal-surfaces-example-projections.svg;06 Чертежи и геометрическая подоснова;94749;683c4114dce9141eb1201a875d5c6e96bd867d9cef8a57ebf71d6e8ff12c47b9;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/inventory.json;Документы/deliverables/G01/v001/01_support/rhino/inventory.json;06 Чертежи и геометрическая подоснова;749937;b736da134a3bd4ad1562bf85f49f95b419b8262cb2536adbd3b1d521fe50bda2;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/objects.csv;Документы/deliverables/G01/v001/01_support/rhino/objects.csv;06 Чертежи и геометрическая подоснова;276040;b0e9be733273e2a348567e0da80aaeb63f8a4a8842d84d6eabe4fb20b6942f4b;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/requirements-lock.txt;Документы/deliverables/G01/v001/01_support/rhino/requirements-lock.txt;06 Чертежи и геометрическая подоснова;206;f32999705ddfbbe5becfaa2a146224e82a4e0647dce65fdaf3430f993fa1effe;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/roof-candidates-projections.png;Документы/deliverables/G01/v001/01_support/rhino/roof-candidates-projections.png;06 Чертежи и геометрическая подоснова;152738;77dd8a79399d86778ec5de772eeb056891bebf60d02cfe65d302338ef9b3bd83;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/roof-candidates-projections.svg;Документы/deliverables/G01/v001/01_support/rhino/roof-candidates-projections.svg;06 Чертежи и геометрическая подоснова;102708;ec39e25b2c18152145479733e24554ece92e9fedc0ef540530dfda911bd518ce;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/selections.json;Документы/deliverables/G01/v001/01_support/rhino/selections.json;06 Чертежи и геометрическая подоснова;2562;672181d4cab47e5f7837364f14986c747c34c63ac2ce0d6d354e992ffba164ae;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/shell-surfaces-projections.png;Документы/deliverables/G01/v001/01_support/rhino/shell-surfaces-projections.png;06 Чертежи и геометрическая подоснова;162045;4bfc0b830fb399d87099aec184282d3d11d642ba6e7e76f7240ef0e6a84f159c;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/rhino/shell-surfaces-projections.svg;Документы/deliverables/G01/v001/01_support/rhino/shell-surfaces-projections.svg;06 Чертежи и геометрическая подоснова;115381;5b5673aa706e36b1cbd394d4328e89cee619a7c36840c37c4c24488a1cb7ade7;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/survey/00_survey-basis.md;Документы/deliverables/G01/v001/01_support/survey/00_survey-basis.md;06 Чертежи и геометрическая подоснова;12927;ac35a2071c0b8f01a561945bc68baab150d9d4a5cc05a0d682b89a9dc99d8172;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/survey/survey-checklist.csv;Документы/deliverables/G01/v001/01_support/survey/survey-checklist.csv;06 Чертежи и геометрическая подоснова;12972;ac9fc4c6585976ae92d2c4c756800f07a5ac7c06b724bd1f0387d6429a472312;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G01/v001/01_support/task-definition.json;Документы/deliverables/G01/v001/01_support/task-definition.json;06 Чертежи и геометрическая подоснова;1871;a83f992d62bab3d1c79f1df4ae40ec889bd932f3fa763d9b4baafdf26d9213e6;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/00_sprint-result.md;Документы/deliverables/G02/v001/00_sprint-result.md;06 Чертежи и геометрическая подоснова;9508;2be3d3d6ac08bfe8f361ec1bbca499ff3c707beec342eda1879d4c55c112634c;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/00_acceptance.md;Документы/deliverables/G02/v001/01_support/00_acceptance.md;06 Чертежи и геометрическая подоснова;5390;d7a0f9f4fef2b5f830f662a59b38af6a2f4f82dcca6dcc8487cc296b83ebefa3;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/00_alignment.md;Документы/deliverables/G02/v001/01_support/alignment/00_alignment.md;06 Чертежи и геометрическая подоснова;15162;6fe8627e5d0ed35bf054dd68b1fc37cb1c1106a20d11c045429796dc2b03c8b8;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/alignment-overlay.png;Документы/deliverables/G02/v001/01_support/alignment/alignment-overlay.png;06 Чертежи и геометрическая подоснова;215103;6127a7908dcddd90aabd5ba7c4a4ae394cd03c0dcc49a9a03aadba6c61f2e088;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/alignment-overlay.svg;Документы/deliverables/G02/v001/01_support/alignment/alignment-overlay.svg;06 Чертежи и геометрическая подоснова;126821;a960fe946e6f2c716ebbe72eb4ce39a9ded618d7373f0b9a6000f98cb6ff194f;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/anchors.csv;Документы/deliverables/G02/v001/01_support/alignment/anchors.csv;06 Чертежи и геометрическая подоснова;2538;b8daf2d0dc95949166ca082bdf2cf70852db16ecd4aa75bf56c0b7fa2136fe31;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/author-check.json;Документы/deliverables/G02/v001/01_support/alignment/author-check.json;06 Чертежи и геометрическая подоснова;1325;1cba8d49b4a932e0f41d8c12ab5e8b54ce544323adfee187b9b18f1745a0a29c;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/bow-detail.png;Документы/deliverables/G02/v001/01_support/alignment/bow-detail.png;06 Чертежи и геометрическая подоснова;107746;44df5b51b0eac98fa8b8362780791b074edcfdeecfadc1c63b6dbef3860e8824;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/bow-detail.svg;Документы/deliverables/G02/v001/01_support/alignment/bow-detail.svg;06 Чертежи и геометрическая подоснова;81582;c700c458c550c865758c7e1bc32712b84be5cb49ac75adb9f01199df5e964739;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/build_alignment.py;Документы/deliverables/G02/v001/01_support/alignment/build_alignment.py;06 Чертежи и геометрическая подоснова;13318;08ff5e58d825b6c08d85b53c80e42d261bc7f4cf2e0f1a667c355bd8c191d1cd;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/curves-working.json;Документы/deliverables/G02/v001/01_support/alignment/curves-working.json;06 Чертежи и геометрическая подоснова;3883003;65206919803104ff3f0424c3f01770cab0909918bcf90644b56fff79addf63c1;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/dwg-selected-extraction.json;Документы/deliverables/G02/v001/01_support/alignment/dwg-selected-extraction.json;06 Чертежи и геометрическая подоснова;53039;413b2d0efa2dd7938483a359552b308a5cb19df012a999d19c719f6a4127cf7f;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/holdout-sections.png;Документы/deliverables/G02/v001/01_support/alignment/holdout-sections.png;06 Чертежи и геометрическая подоснова;228607;2b991c62a954c818423931e9f1f05ceea8188a7a3f37fe8716aff85a43654969;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/holdout-sections.svg;Документы/deliverables/G02/v001/01_support/alignment/holdout-sections.svg;06 Чертежи и геометрическая подоснова;162475;5ac5a3c6bf176548af99126d0e7eccb2bdb99ecc8c2bdea25ccc9c05092aa781;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/section-diagnostics.json;Документы/deliverables/G02/v001/01_support/alignment/section-diagnostics.json;06 Чертежи и геометрическая подоснова;2225;7b070b18d4a0b12f6e8dbe1686f6317245329bd6bd9dc6874d97c322ff51453f;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/sections-working.json;Документы/deliverables/G02/v001/01_support/alignment/sections-working.json;06 Чертежи и геометрическая подоснова;100534;1330ae35662ac88a135638eb35b3c74727a3d3fda6127ad089f9dd7c6c894299;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/alignment/transform.json;Документы/deliverables/G02/v001/01_support/alignment/transform.json;06 Чертежи и геометрическая подоснова;3749;b74cca09fb57524e493156c1b1da215db830cc454a14b0e0dadc0f59c9f66feb;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/cad/00_cad-validation.md;Документы/deliverables/G02/v001/01_support/cad/00_cad-validation.md;06 Чертежи и геометрическая подоснова;11336;dc4bb7b69d247558c5c260845985b66a43bc7d8d298471cd9f3ff101e56e660e;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
deliverables/G02/v001/01_support/cad/audit.stderr.log;Документы/deliverables/G02/v001/01_support/cad/audit.stderr.log;06 Чертежи и геометрическая подоснова;0;e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855;PUBLIC;8d2cfd9dac117d8cb603b51096bf579a58d37e90
