candidate_id;me_id;category;manufacturer;model;qty;unit;currency;listed_price;tax_basis;tax_rate;net_unit_price;price_url;spec_url;length_mm;width_mm;height_mm;mass_kg;technical_status;scope_notes;availability;access_date
A11;ME-19;Фильтр забортной воды;Vetus;FTR33032M;;шт;EUR;164.46;NET_EXPLICIT;;164.46;https://www.mediawinkel.eu/nl/heavy-duty-waterfilter-32-mm.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"NET явно exclusiefBTW; усиленная версия с металлической крышкой. Сравнение с FTR330/32 требует одинаковых давления/установочного положения.";Не подтверждено;2026-09-11
A12;ME-20;Электрический осушительный насос;Rule;2000 GPH / model12 /24V;;шт;GBP;107.24;NET_EXPLICIT;;107.24;https://www.mackengineering.co.uk/rule-2000-gph-bilge-pump-24v.html;https://www.xylem.com/siteassets/brand/rule/resources/technical-brochure/standard-bilge-pumps-model-number-table.pdf;108;108;152;;UNIT_BENCHMARK_TECH_OPEN;"Габариты из официальной таблицы, у дилера155×105 отличаются; сверить ревизию. Не вся система осушения; поплавок/сигнализация отдельно.";Не подтверждено;2026-09-11
A13;ME-20;Ручной осушительный насос;Whale;Gusher Urchin BP9005;;шт;GBP;55.10;NET_EXPLICIT;;55.10;https://www.mackengineering.co.uk/bp9005-whale-gusher-urchin-hand-pump.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Ориентир цены ручного насоса; не назначенный главный аварийный насос67ft, расход/напор/доступ проверить.";Не подтверждено;2026-09-11
A14;ME-20;Датчик/сигнализация высокой воды;Rule;32ALA /24V;;шт;GBP;73.19;NET_EXPLICIT;;73.19;https://www.mackengineering.co.uk/rule-2000-gph-bilge-pump-24v.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Цена связанного товара открытой карточки; состав сигнализации и число отсеков открыты.";Не подтверждено;2026-09-11
A15;ME-22;Вентиляция МО;Jabsco;35770-0094 /24V;;шт;GBP;224.42;SEARCH_ONLY_NET_CLAIM;;;https://www.mackengineering.co.uk/35770-0094-24v-flexmount-blower.html;https://www.xylem.com/siteassets/brand/jabsco/resources/manual/357x0-technical-data-sheet.pdf;;;;3.18;PRICE_NOT_ADMITTED_AVAILABILITY_HOLD;"Поиск224.42exVAT, открытиеchallenge. Раздел дилера предупреждаетhold EU compliance. NET поле пусто; не считать доступным. Официально7м³/мин свободныйрасход, требуемыйнапорнепроверен.";CHECK_AVAILABILITY / category EU hold;2026-09-11
A16;ME-23;Насос смены масла;Marco;UP3/OIL 16402013 /24V;;шт;GBP;162.00;NET_EXPLICIT;;162.00;https://www.mackengineering.co.uk/marco-up3-oil-pump-24v.html;https://items.marco.it/en/md_productpdf/index/generate/product/253/store/2/;;;;;UNIT_BENCHMARK_TECH_OPEN;"Только насос; коллектор3агрегатов,шланги,поддоны,свет и автоматика не включены.";Не подтверждено;2026-09-11
A17;ME-24;Датчик уровня танка;Vetus;SENSOR320;;шт;GBP;61.67;NET_EXPLICIT;;61.67;https://www.vetus-shop.com/vetus-fuel-tank-quickfit-diesel-40-litre-8mm-p-1786.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Длина320мм исследовательская; не утверждена глубина/число танков. Цена связанного товара, отдельный индикатор не включён.";Не подтверждено;2026-09-11
A18;ME-24;Датчик уровня танка;Vetus;SENSORA;;шт;GBP;161.25;NET_EXPLICIT;;161.25;https://www.vetus-shop.com/vetus-fuel-tank-quickfit-diesel-40-litre-8mm-p-1786.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"Ультразвуковой аналоговый датчик; работа в конкретном танке и интерфейс подлежат проверке. Не цена танка.";Не подтверждено;2026-09-11
A19;ME-25;Откачка сточного танка;Jabsco;18590-2094 /24V;;шт;GBP;141.63;NET_EXPLICIT;;141.63;https://www.cactusnav.com/jabsco-macerator-pump-p-37922.html;;;;;;UNIT_BENCHMARK_TECH_OPEN;"24V; только насос сточного танка. Пересечение с комплектом туалета проверять; число танков не назначено.";In Stock Plymouth;2026-09-11
A20;ME-21;Стационарное пожаротушение;Fireboy;MA series 31.620.55;;шт;EUR;1950.00;SEARCH_ONLY_NET_CLAIM;;;https://www.oltrevela.com/en/31-620-55-fireboy-ma-series-automatic-manual-fire-extinguisher-13-4-kg-for-engine-rooms-and-motor-compartments-up-to-51m-uscg-and-iso-rina-approved-fireboy-4;https://fireboy.com/ma2-fire-extinguisher/;;;;;PRICE_NOT_ADMITTED_VOLUME_AND_VARIANT_OPEN;"Поиск1950NET, открытиеошибка. Заголовок51м³, таблица15.6м³ противоречат; модель/заряд не выбраны. Нельзя уменьшать заряд ради габарита. Отключение двигателей/вентиляции и ручнойпуск по отдельномуBOM.";Не подтверждено;2026-09-11
A21;ME-26;Дополнительное водяное отопление;Webasto;Thermo Pro90 Marine 24V /9029943C;;шт;EUR;2007.16;NET_LABEL_CONFLICT;;;https://www.standkachel.nu/webasto-air-and-water-heaters-and/webasto-waterkachels-thermotop-spheros-dbw-valeo/webasto-marine-waterheaters-for-thermo-pro-90-24-volt/webasto-thermo-chiller--pro-90-marine-24-volt-;;;;;;OPTIONAL_PRICE_NOT_ADMITTED_TAX_CONFLICT;"Открытая карточка маркирует2007.16NET, показывает2161.71sale/2543.18list: арифметика налоговойпары неясна. Неиспользоватьвранжировании; отоплениеещёопция, нечиллеркондиционирования.";Не подтверждено;2026-09-11
A22;ME-26;Дополнительное водяное отопление;Webasto;Thermo Pro90 Marine 24V /4111185A;;шт;GBP;1995.49;NET_EXPLICIT;;1995.49;https://www.butlertechnik.com/item/Webasto/Thermo-Pro-90-24v-Marine-Kit-With-Switch-91kW-4111185A/5G7;https://www.butlertechnik.com/downloads/cms/7432/webasto-thermo-pro-90-marine-installation-manual.pdf;;;;;OPTIONAL_UNIT_BENCHMARK_TECH_OPEN;"9.1kW только исследовательский класс; монтажный комплект с выключателем, остальные контуры и теплоотдающие устройства не включены. Не выбранное отопление и не чиллер.";Item out of stock;2026-09-11
